Genus,Species,Strain,Fasta,FastaFolder,Fastq,FastqFolder,ReferenceGenome,Kingdom,Phylum,Class,Order,Family,file,type
Vibrio,cholerae,O1 El Tor N16961,V_cholerae_O1,bacteria/vibrio/cholerae/O1,CC340,1_BACTERIA/HiC_methods,GCA_000006745.1,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,results/macrodomains/V_cholerae_O1_CC340_macrodomains.bed,macrodomains
Vibrio,cholerae,O1 El Tor N16961,V_cholerae_O1,bacteria/vibrio/cholerae/O1,CC340,1_BACTERIA/HiC_methods,GCA_000006745.1,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,results/DI/V_cholerae_O1_CC340_DI.bed,DI
Vibrio,cholerae,O1 El Tor N16961,V_cholerae_O1,bacteria/vibrio/cholerae/O1,CC340,1_BACTERIA/HiC_methods,GCA_000006745.1,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,results/insulation/V_cholerae_O1_CC340_insulation.bed,insulation
Vibrio,cholerae,O1 El Tor N16961,V_cholerae_O1,bacteria/vibrio/cholerae/O1,CC340,1_BACTERIA/HiC_methods,GCA_000006745.1,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,results/borders/V_cholerae_O1_CC340_borders.bed,borders
Vibrio,cholerae,O1 El Tor N16961,V_cholerae_O1,bacteria/vibrio/cholerae/O1,CC340,1_BACTERIA/HiC_methods,GCA_000006745.1,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,results/chromosight/V_cholerae_O1_CC340_loops.tsv,chromosight
Yersinia,enterocolitica,WA,Y_enterocolitica_WA,bacteria/yersinia/enterocolitica/WA,MM108,1_BACTERIA/Mix_bacteria,GCA_000834195.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,ref/Y_enterocolitica_WA.fa,assembly
Yersinia,enterocolitica,WA,Y_enterocolitica_WA,bacteria/yersinia/enterocolitica/WA,MM108,1_BACTERIA/Mix_bacteria,GCA_000834195.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,results/cool/Y_enterocolitica_WA_MM108.mcool,cool
Yersinia,enterocolitica,WA,Y_enterocolitica_WA,bacteria/yersinia/enterocolitica/WA,MM108,1_BACTERIA/Mix_bacteria,GCA_000834195.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,results/pairs/Y_enterocolitica_WA_MM108.pairs,pairs
Yersinia,pseudotuberculosis,IP32953,Y_pseudotuberculosis_IP32953,bacteria/yersinia/pseudotuberculosis/IP32953,MM117,1_BACTERIA/Mix_bacteria,GCA_000834295.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,ref/Y_pseudotuberculosis_IP32953.fa,assembly
Yersinia,pseudotuberculosis,IP32953,Y_pseudotuberculosis_IP32953,bacteria/yersinia/pseudotuberculosis/IP32953,MM117,1_BACTERIA/Mix_bacteria,GCA_000834295.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,results/cool/Y_pseudotuberculosis_IP32953_MM117.mcool,cool
Yersinia,pseudotuberculosis,IP32953,Y_pseudotuberculosis_IP32953,bacteria/yersinia/pseudotuberculosis/IP32953,MM117,1_BACTERIA/Mix_bacteria,GCA_000834295.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,results/distance_law/Y_pseudotuberculosis_IP32953_MM117_distance_law.csv,distance_law
Yersinia,pseudotuberculosis,IP32953,Y_pseudotuberculosis_IP32953,bacteria/yersinia/pseudotuberculosis/IP32953,MM117,1_BACTERIA/Mix_bacteria,GCA_000834295.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,results/pairs/Y_pseudotuberculosis_IP32953_MM117.pairs,pairs
Yersinia,pseudotuberculosis,IP32953,Y_pseudotuberculosis_IP32953,bacteria/yersinia/pseudotuberculosis/IP32953,MM117,1_BACTERIA/Mix_bacteria,GCA_000834295.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,results/macrodomains/Y_pseudotuberculosis_IP32953_MM117_macrodomains.bed,macrodomains
Yersinia,pseudotuberculosis,IP32953,Y_pseudotuberculosis_IP32953,bacteria/yersinia/pseudotuberculosis/IP32953,MM117,1_BACTERIA/Mix_bacteria,GCA_000834295.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,results/DI/Y_pseudotuberculosis_IP32953_MM117_DI.bed,DI
Yersinia,pseudotuberculosis,IP32953,Y_pseudotuberculosis_IP32953,bacteria/yersinia/pseudotuberculosis/IP32953,MM117,1_BACTERIA/Mix_bacteria,GCA_000834295.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,results/insulation/Y_pseudotuberculosis_IP32953_MM117_insulation.bed,insulation
Yersinia,pseudotuberculosis,IP32953,Y_pseudotuberculosis_IP32953,bacteria/yersinia/pseudotuberculosis/IP32953,MM117,1_BACTERIA/Mix_bacteria,GCA_000834295.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,results/borders/Y_pseudotuberculosis_IP32953_MM117_borders.bed,borders
Yersinia,pseudotuberculosis,IP32953,Y_pseudotuberculosis_IP32953,bacteria/yersinia/pseudotuberculosis/IP32953,MM117,1_BACTERIA/Mix_bacteria,GCA_000834295.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Yersiniaceae,results/chromosight/Y_pseudotuberculosis_IP32953_MM117_loops.tsv,chromosight
